id,wave,age,sex,ethnicity,education,region,urbanisation,religion,religion_open,A1,A6_1,A6_2,A6_3,A6_4,A6_5,A6_6,A6_7,A6_8,A6_9,A6_10,A6_11,A6_12,A6_13,A6_14,A6_15,A6_16,A6_17,A6_18,A6_66,A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A5_15,A5_16,A5_17,A5_18,A5_66,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_9,B2_10,B2_12,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,C1_A1,C1_A2,C1_A3,C1_A4,C1_A5,C1_A6,C1_A7,C1_A9,C1_A10,C1_A12,C1_A14,C1_A15,C1_A16,C1_A17,C1_A18,C1_A19,C1_A20,C1_A21,C5_1,C5_2,C5_3,D2_1,D2_2,D2_3,D2_4,E1,E2,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,E3_8,E3_9,E3_10,E3_11,E3_12,E3_13,E3_14,E3_15,E3_16,E3_17,E3_18,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F2_8,F2_9,F2b_1,F2b_2,F2b_3,G_eval_leaders_1,G_eval_leaders_2,G_eval_leaders_3,G_eval_leaders_4,G_eval_leaders_5,G_eval_leaders_6,G_eval_leaders_7,G_eval_leaders_8,G_eval_leaders_9,G_eval_leaders_10,G_eval_leaders_11,G_eval_leaders_12,G_eval_leaders_13,G_eval_leaders_14,G_eval_leaders_15,G_eval_leaders_16,G_eval_leaders_17,G_eval_leaders_18,G2_1,G2_2,G2_3,G2_4,G2_5,G2_6,G2_7,G2_8,G2_9,G2_10,G2_11,G2_12,G2_13,G2_14,G2_15,G2_16,G2_17,G2_18,G3_1,G3_2,G3_3,G3_4,G3_5,G3_6,G3_7,G3_8,G3_9,G3_10,G3_11,G3_12,G3_13,G3_14,G3_15,G3_16,G3_17,G3_18,G4_1,G4_2,G4_3,G4_4,G4_5,G4_6,G4_7,G4_8,G4_9,G4_10,G4_11,G4_12,G4_13,G4_14,G4_15,G4_16,G4_17,G4_18,H4_1,H4_2,H4_3,H4_4,H4_5,H4_6,H4_7,H4_8,H4_9,H4_10,H4b_1,H4b_2,H4b_3,H4b_4,H4b_5,H4b_6,H4b_7,H4b_8,H4b_9,H4b_10,H7_1,H7_2,H7_3,H7_4,H7_5,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I20_1,I20_2,I20_3,I20_4,I20_5,I20_6,I20_7,I21_1,I21_2,I21_3
661352,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630047,1,40,Male,Dutch,High,West of the country,Medium urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,NA,Environment,No topic,No topic,Education & Science,Asylumseekers & Migrants,NA,poverty and equity,Asylumseekers & Migrants,Culture of governance,Environment,NA,NA,NA,NA,Employment & Social Safety,No topic,Economy,Employment & Social Safety,Asylumseekers & Migrants,Economy,4,1,1,2,VVD,8,7,5,6,6,1,4,7,4,4,8,8,5,4,3,5,5,3,8,4,4,4,4,3,4,4,3,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,4,4,4,4,3,1,4,4,4,4,4,5,4,NA,5,NA,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,NA,4,NA,3,4,3,4,4,4,2,3,4,4,4,4,4,5,4,NA,5,NA,4,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,7,NA,NA,3,2,2,2,2,4,4,3,4,0,2,3,4,4,4,4,1,3,3,2,2,2
1188917,1,64,Male,Dutch,Low,East  of the country,Strongly urbanised,7,,Yes,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,Asylumseekers & Migrants,Environment,Economy,Environment,Health Care,Environment,Security,Norms & Values,Asylumseekers & Migrants,Mobility & Infrastructure,Mobility & Infrastructure,Health Care,Asylumseekers & Migrants,Housing,EU & Euro,NA,NA,NA,Security,Asylumseekers & Migrants,Housing,3,3,3,3,PVV,5,9,1,10,5,0,1,10,5,1,1,2,7,5,1,4,5,5,5,1,3,1,1,2,2,4,2,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,4,2,4,3,4,1,3,4,3,4,3,NA,5,3,NA,4,NA,4,3,1,4,3,4,1,1,3,3,4,3,NA,5,3,NA,5,NA,4,4,3,5,3,4,2,2,3,4,4,3,NA,5,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4,2,2,4,4,6,1,0,6,7,5,6,3,3,3,3,3,3,3,3,2,3
1111996,1,31,Female,Non-Western Migrant,High,"Three big cities (Amsterdam, Rotterdam, The Hague)",Very strongly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,3,3,2,1,3,1,2,3,1,3,3,2,1,3,2,3,2,1,Different topic,Environment,NA,NA,Economy,NA,NA,Environment,NA,poverty and equity,Environment,NA,NA,poverty and equity,NA,Culture of governance,NA,NA,Environment,poverty and equity,Health Care,3,3,3,4,Bij1,2,8,5,10,7,0,2,10,1,9,10,11,3,7,4,6,8,0,11,4,4,2,3,3,3,5,1,1,5,1,4,1,1,1,4,1,1,1,1,4,4,4,4,1,4,4,1,4,4,3,4,1,NA,5,4,1,4,NA,NA,NA,NA,4,NA,NA,2,NA,NA,3,4,1,NA,4,4,1,4,NA,NA,NA,NA,4,NA,NA,2,NA,NA,3,4,2,NA,5,4,1,5,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,6,NA,NA,NA,NA,NA,5,1,5,4,3,0,0,7,4,7,3,0,3,3,4,2,2,4,2,4,2,4
375513,1,61,Female,Dutch,High,East  of the country,Strongly urbanised,2,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,2,3,3,2,2,2,3,3,3,3,2,3,2,2,3,3,2,Different topic,NA,Norms & Values,poverty and equity,NA,NA,NA,No topic,Asylumseekers & Migrants,Culture of governance,Environment,NA,Different topic,NA,NA,Economy,Different topic,NA,Housing,Environment,poverty and equity,1,2,1,1,CU,2,8,4,10,6,0,2,10,11,2,9,8,5,11,11,11,11,11,9,5,3,4,3,3,5,5,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,1,1,3,4,1,4,3,4,1,2,5,3,NA,3,4,NA,NA,3,3,2,2,4,1,4,2,4,1,1,5,2,NA,4,4,NA,NA,2,3,2,2,4,1,4,4,4,1,2,4,2,NA,3,4,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,2,3,2,7,3,7,0,0,3,0,4,4,4,3,1,3,1,4,2,4
259413,1,49,Male,Non-Western Migrant,High,"Three big cities (Amsterdam, Rotterdam, The Hague)",Very strongly urbanised,7,,Yes,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,3,3,3,2,2,2,2,2,2,3,3,2,2,2,3,3,2,2,Economy,Education & Science,Asylumseekers & Migrants,Norms & Values,Norms & Values,Environment,Asylumseekers & Migrants,Norms & Values,Asylumseekers & Migrants,EU & Euro,Norms & Values,Norms & Values,Environment,Asylumseekers & Migrants,Asylumseekers & Migrants,NA,NA,NA,Economy,Housing,Environment,5,5,5,5,Other,8,8,5,10,6,2,4,10,3,7,9,6,5,4,5,5,6,5,9,3,3,3,3,2,2,4,3,3,2,2,4,1,1,1,4,1,1,1,1,1,1,4,4,1,4,4,1,4,1,4,2,1,NA,1,1,1,2,3,2,NA,NA,5,NA,NA,4,NA,2,4,3,2,NA,1,1,1,2,3,3,NA,NA,5,NA,NA,4,NA,1,4,1,3,NA,1,1,1,3,3,3,NA,NA,5,NA,NA,4,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,3,1,3,2,2,4,5,0,5,1,3,0,3,3,3,2,1,4,2,3,4,3
694779,1,51,Female,Dutch,Medium,West of the country,Strongly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,2,2,2,2,2,3,1,1,3,3,1,1,1,3,2,1,EU & Euro,Asylumseekers & Migrants,Asylumseekers & Migrants,Employment & Social Safety,poverty and equity,Environment,Asylumseekers & Migrants,No topic,No topic,No topic,Norms & Values,Health Care,Employment & Social Safety,No topic,No topic,NA,NA,NA,Security,Housing,Health Care,5,3,4,1,VVD,10,9,5,6,5,0,3,9,2,3,8,7,5,0,2,4,7,2,3,2,2,2,2,2,2,3,3,2,4,2,4,2,1,1,4,1,1,1,1,4,4,4,4,1,4,4,1,4,1,NA,4,4,NA,4,2,2,3,NA,NA,NA,NA,2,NA,NA,4,NA,3,NA,4,4,NA,4,2,2,4,NA,NA,NA,NA,2,NA,NA,4,NA,3,NA,3,3,NA,4,2,2,4,NA,NA,NA,NA,2,NA,NA,4,NA,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,7,NA,NA,NA,NA,NA,3,1,4,3,3,5,5,5,5,5,5,7,4,3,4,4,2,3,3,4,3,3
342896,1,77,Male,Dutch,Low,East  of the country,Strongly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,1,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Economy,Norms & Values,Asylumseekers & Migrants,No topic,poverty and equity,Environment,Asylumseekers & Migrants,Norms & Values,Asylumseekers & Migrants,No topic,No topic,No topic,Environment,No topic,Asylumseekers & Migrants,NA,NA,NA,Security,Economy,Health Care,3,3,3,3,D66,4,7,4,9,7,2,3,10,3,7,8,8,5,11,9,7,7,4,8,4,4,3,3,3,4,3,3,4,4,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,4,5,2,4,4,4,1,3,4,2,NA,3,4,3,NA,4,3,2,4,4,2,4,4,3,1,3,4,2,NA,3,3,3,NA,4,3,2,4,4,4,4,4,4,3,4,4,4,NA,3,5,3,NA,4,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,2,2,3,2,7,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,3
574062,1,64,Male,Dutch,Medium,"Three big cities (Amsterdam, Rotterdam, The Hague)",Very strongly urbanised,7,,Don't know,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Economy,Asylumseekers & Migrants,Security,1,1,1,1,JA21,7,8,2,7,6,2,0,10,0,2,9,8,0,7,0,11,7,0,9,2,2,2,2,2,3,4,3,3,3,3,4,1,1,1,4,1,1,1,1,4,1,4,4,1,4,4,1,4,1,3,2,2,NA,3,2,1,2,NA,2,NA,NA,4,NA,NA,4,NA,2,3,3,4,NA,4,2,1,1,NA,3,NA,NA,4,NA,NA,4,NA,2,2,2,4,NA,3,2,1,1,NA,2,NA,NA,4,NA,NA,4,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,3,3,3,3,2,4,5,5,1,0,0,0,2,3,3,3,1,1,1,4,1,3
975278,1,72,Male,Dutch,Medium,North  of the country,Strongly urbanised,2,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,Economy,Environment,Asylumseekers & Migrants,Norms & Values,poverty and equity,Employment & Social Safety,Asylumseekers & Migrants,No topic,Asylumseekers & Migrants,EU & Euro,No topic,No topic,Different topic,No topic,Asylumseekers & Migrants,NA,NA,NA,Asylumseekers & Migrants,Health Care,Norms & Values,5,5,5,5,FvD,7,10,5,5,5,0,0,8,0,5,8,5,11,5,0,11,5,0,8,2,2,2,2,3,2,3,3,2,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,3,4,4,4,2,4,4,4,3,4,3,4,3,NA,4,NA,4,4,3,3,3,4,3,4,4,3,2,4,2,4,3,NA,4,NA,4,3,3,4,4,4,3,4,3,4,3,4,3,4,3,NA,4,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,3,2,2,3,2,5,6,6,0,0,2,7,3,3,3,3,3,4,3,3,4,3
853604,1,68,Female,Dutch,High,East  of the country,Medium urbanised,1,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Culture of governance,Environment,Asylumseekers & Migrants,Norms & Values,poverty and equity,Environment,Norms & Values,Norms & Values,Different topic,EU & Euro,Asylumseekers & Migrants,Different topic,Environment,Asylumseekers & Migrants,No topic,NA,NA,NA,Norms & Values,Employment & Social Safety,Asylumseekers & Migrants,1,1,3,2,CDA,6,9,5,9,7,2,3,10,2,6,10,7,4,11,11,11,9,10,10,3,3,2,3,3,3,3,2,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,3,3,3,3,4,3,1,3,4,3,3,3,4,3,NA,3,NA,2,2,4,2,4,4,3,1,3,4,3,3,3,4,3,NA,3,NA,2,4,4,4,4,4,4,1,4,4,4,3,4,4,3,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,2,2,3,4,5,3,5,5,0,4,5,3,4,3,3,1,3,3,3,2,3
854221,1,71,Male,Dutch,High,"Three big cities (Amsterdam, Rotterdam, The Hague)",Very strongly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,Asylumseekers & Migrants,Education & Science,Asylumseekers & Migrants,Housing,Employment & Social Safety,Environment,Culture of governance,No topic,Different topic,EU & Euro,No topic,poverty and equity,Environment,Asylumseekers & Migrants,Employment & Social Safety,NA,NA,NA,Economy,Housing,Asylumseekers & Migrants,1,2,3,5,I didn't vote,7,7,4,10,4,1,3,10,3,7,11,11,5,5,3,11,6,6,9,3,3,2,3,3,4,3,3,2,3,3,5,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,1,4,3,4,3,4,1,1,4,4,4,NA,3,5,NA,NA,4,NA,4,5,4,4,3,4,2,1,3,4,4,NA,3,5,NA,NA,4,NA,4,5,4,4,3,5,3,1,4,4,5,NA,4,5,NA,NA,5,NA,5,1,NA,1,NA,1,NA,NA,NA,NA,NA,6,NA,7,NA,8,NA,NA,NA,NA,NA,3,2,2,2,2,7,7,7,4,7,5,7,3,4,4,4,1,3,3,3,4,3
1440579,1,61,Male,Dutch,Medium,East  of the country,Lowly urbanised,2,,Yes,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,3,3,3,1,1,1,1,1,3,1,1,2,1,1,1,1,1,Mobility & Infrastructure,NA,Norms & Values,Norms & Values,NA,NA,NA,Environment,NA,NA,NA,NA,Culture of governance,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,SGP,8,10,0,10,8,0,0,10,1,6,3,9,3,6,9,11,7,2,2,4,2,2,2,1,4,3,2,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,4,3,4,4,4,3,1,2,4,4,5,4,5,NA,NA,5,NA,5,1,4,4,4,4,2,1,2,4,4,5,4,5,NA,NA,5,NA,5,5,2,4,4,4,3,1,2,4,4,5,4,5,NA,NA,5,NA,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,NA,4,2,3,4,4,5,5,6,7,6,5,5,3,3,3,3,2,4,3,4,3,3
1005407,1,76,Male,Dutch,Low,West of the country,Medium urbanised,2,,Yes,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,3,3,1,1,1,1,1,3,1,1,3,1,1,3,3,3,1,1,Asylumseekers & Migrants,No topic,Asylumseekers & Migrants,Norms & Values,poverty and equity,Environment,No topic,No topic,Employment & Social Safety,EU & Euro,No topic,No topic,Economy,No topic,No topic,NA,NA,NA,Asylumseekers & Migrants,Security,Education & Science,3,3,2,2,CDA,7,8,4,7,5,1,2,9,2,5,7,5,5,7,4,8,7,2,5,2,2,2,2,1,3,2,2,1,3,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,4,1,4,3,4,4,5,2,2,3,3,4,NA,2,4,2,NA,5,NA,3,4,2,4,4,5,1,1,2,2,4,NA,2,4,1,NA,4,NA,2,4,2,4,3,4,1,1,2,2,4,NA,2,4,2,NA,4,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,1,4,3,1,1,7,6,0,3,7,3,0,3,3,2,2,2,3,3,2,2,2
586884,1,72,Female,Dutch,Low,"Three big cities (Amsterdam, Rotterdam, The Hague)",Strongly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,3,3,3,2,2,3,3,3,3,3,2,3,2,3,1,2,Culture of governance,Education & Science,Asylumseekers & Migrants,No topic,poverty and equity,No topic,Different topic,Norms & Values,Asylumseekers & Migrants,No topic,No topic,No topic,Different topic,No topic,Asylumseekers & Migrants,NA,NA,NA,Environment,poverty and equity,Housing,3,3,3,3,SP,3,7,5,6,6,1,3,10,2,5,10,8,11,4,11,11,7,4,9,4,3,4,4,3,4,4,2,3,4,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,1,1,3,5,4,4,4,1,1,2,4,3,NA,3,5,NA,NA,4,3,2,3,4,3,4,3,2,1,2,4,3,NA,3,5,NA,NA,4,3,1,3,4,4,4,4,4,2,2,4,4,NA,3,5,NA,NA,5,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,3,4,4,4,7,7,7,0,0,0,0,4,4,4,3,2,2,2,3,2,4
388435,1,39,Male,Non-Western Migrant,Medium,"Three big cities (Amsterdam, Rotterdam, The Hague)",Very strongly urbanised,7,,Yes,1,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Economy,EU & Euro,Asylumseekers & Migrants,No topic,No topic,Environment,Asylumseekers & Migrants,No topic,No topic,Economy,poverty and equity,No topic,Environment,poverty and equity,No topic,NA,NA,NA,Environment,Health Care,Housing,1,1,1,3,Bij1,2,10,6,10,8,2,4,10,3,7,9,10,6,8,6,9,7,0,11,4,3,2,5,3,3,5,1,2,4,1,1,1,1,1,4,1,1,1,1,1,4,4,1,1,4,4,1,4,4,1,3,2,NA,3,3,1,3,3,NA,NA,3,3,NA,NA,2,NA,NA,1,3,1,NA,3,3,1,3,3,NA,NA,3,3,NA,NA,3,NA,NA,3,3,3,NA,3,3,3,3,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,5,1,3,5,3,0,0,0,7,0,2,0,3,3,3,3,3,3,3,2,4,4
949110,1,77,Female,Dutch,Medium,West of the country,Strongly urbanised,7,,Yes,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,3,2,2,2,1,3,3,3,3,1,1,1,1,3,3,2,NA,NA,No topic,NA,NA,NA,NA,Asylumseekers & Migrants,Different topic,poverty and equity,Different topic,NA,NA,NA,NA,Security,Different topic,NA,Security,Housing,Health Care,1,1,1,1,VVD,9,10,1,10,6,0,1,11,11,5,9,4,11,7,11,5,11,0,11,3,3,2,2,2,4,3,2,3,3,3,4,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,1,5,3,2,3,3,2,1,3,3,3,NA,3,5,NA,NA,3,NA,2,5,4,2,4,3,1,1,2,2,4,NA,3,5,NA,NA,3,NA,1,5,3,3,3,3,2,1,2,2,3,NA,3,5,NA,NA,3,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,3,2,2,3,2,7,7,7,0,7,2,7,4,3,3,3,2,3,2,4,2,3
363853,1,65,Female,Dutch,High,South  of the country,Strongly urbanised,2,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,3,2,3,3,2,1,1,2,1,3,3,3,1,1,1,3,3,1,Asylumseekers & Migrants,Education & Science,Asylumseekers & Migrants,Environment,poverty and equity,Environment,Different topic,No topic,No topic,EU & Euro,No topic,No topic,Environment,No topic,No topic,NA,NA,NA,Asylumseekers & Migrants,Education & Science,EU & Euro,1,1,1,1,CDA,4,7,4,10,6,1,5,10,5,5,9,9,6,7,9,9,9,9,9,4,4,3,3,2,3,3,1,2,4,3,3,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,1,4,4,4,4,4,4,4,2,1,4,4,4,NA,NA,4,NA,NA,3,NA,NA,5,5,3,4,5,1,1,4,5,3,NA,NA,4,NA,NA,3,NA,NA,3,3,3,3,4,1,1,3,4,3,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,1,3,3,3,7,7,1,7,0,5,0,4,4,3,4,1,3,1,3,2,3
776750,1,53,Male,Dutch,Medium,"Three big cities (Amsterdam, Rotterdam, The Hague)",Very strongly urbanised,7,,Yes,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,3,3,3,3,2,3,1,3,3,3,3,2,3,3,3,3,3,1,Security,Environment,Asylumseekers & Migrants,Norms & Values,Health Care,Environment,Asylumseekers & Migrants,Norms & Values,Asylumseekers & Migrants,Environment,Asylumseekers & Migrants,Health Care,Housing,Environment,Asylumseekers & Migrants,NA,NA,NA,Environment,Education & Science,Economy,1,1,4,3,PvdA,3,10,7,8,7,1,3,10,2,7,10,8,3,6,3,5,8,1,9,4,4,2,4,3,3,4,1,2,4,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,1,1,3,4,2,4,4,4,1,4,4,3,NA,4,4,NA,NA,3,4,2,2,4,3,4,4,4,1,3,3,3,NA,4,4,NA,NA,3,4,2,3,4,4,4,4,4,1,4,4,3,NA,4,5,NA,NA,3,4,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,8,NA,NA,NA,NA,NA,3,2,4,3,4,7,7,0,7,0,2,0,4,4,3,4,1,3,3,4,1,2
